OrderID,CustomerID,ProductID,OrderDate,Quantity,DiscountPct,SalesAmount
O32383,C11841,P20216,2025-10-24,3.0,0,194441.97
O32384,C10225,P20279,2025-01-22,2.0,0,133631.88
O32385,C11843,P20285,2026-01-19,1.0,0,53262.41
O32386,C10700,P20098,2025-05-06,7.0,15,384321.75
O32387,C10582,P20405,2025-04-13,1.0,5,48338.59
O32388,C11829,P20030,2025-04-20,5.0,10,287821.21
O32389,C11311,P20090,2026-04-17,5.0,15,102038.04
O32390,C10994,P20148,2025-03-06,3.0,5,104772.78
O32391,C10169,P20144,2026-04-17,3.0,15,23765.41
O32392,C11086,P20067,2025-03-17,1.0,0,46406.3
O32393,C11373,P20433,2025-01-19,3.0,20,33503.95
O32394,C11466,P20357,2026-01-19,5.0,0,248007.55
O32395,C10014,P20058,2025-07-09,1.0,10,63720.2
O32396,C10164,P20488,2025-12-26,1.0,10,55650.47
O32397,C11444,P20428,2026-03-28,7.0,0,228113.62
O32398,C10757,P20281,2025-03-20,2.0,5,67596.22
O32399,C11871,P20279,2025-06-21,2.0,0,133631.88
O32400,C11544,P20236,2025-07-31,3.0,0,219007.77
O32401,C11690,P20443,2026-03-21,3.0,10,174709.41
O32402,C11572,P20385,2025-05-29,5.0,20,154807.68
O32403,C11584,P20353,2025-01-10,5.0,10,294647.58
O32404,C11621,P20399,2026-06-26,2.0,5,56691.71
O32405,C11052,P20128,2025-02-24,1.0,0,63591.02
O32406,C11732,P20337,2025-06-29,4.0,0,101550.04
O32407,C10446,P20482,2026-01-16,6.0,5,18212.3
O32408,C11232,P20209,2026-02-26,6.0,20,258657.6
O32409,C11494,P20436,2026-03-27,7.0,15,443113.64
O32410,C10716,P20186,2025-04-03,4.0,0,36529.64
O32411,C10976,P20169,2026-06-04,7.0,5,314390.79
O32412,C10819,P20172,2026-02-17,3.0,10,150235.91
O32413,C10104,P20260,2026-01-29,6.0,10,379113.53
O32414,C10742,P20205,2025-11-27,7.0,10,405125.28
O32415,C10426,P20452,2026-03-09,6.0,10,186353.19
O32416,C11125,P20135,2025-06-12,4.0,0,96189.92
O32417,C11565,P20046,2025-02-09,7.0,15,52559.38
O32418,C10639,P20009,2025-03-26,4.0,0,123077.4
O32419,C10850,P20471,2025-04-01,2.0,5,63894.97
O32420,C11546,P20161,2026-04-29,1.0,15,15637.12
O32421,C11130,P20289,2026-01-20,5.0,5,160227.57
O32422,C11703,P20340,2025-07-12,2.0,0,51094.44
O32423,C10769,P20388,2025-09-10,6.0,0,289107.36
O32424,C11831,P20321,2025-09-01,5.0,10,20759.67
O32425,C10277,P20106,2025-09-27,2.0,0,120424.52
O32426,C11089,P20290,2025-01-19,2.0,5,104179.15
O32427,C11807,P20475,2025-02-09,4.0,0,50069.88
O32428,C10900,P20341,2026-05-31,5.0,15,225250.42
O32429,C10188,P20088,2025-02-02,2.0,0,25191.14
O32430,C11341,P20463,2026-03-26,4.0,10,120649.28
O32431,C11940,P20483,2026-06-23,3.0,5,107206.34
O32432,C11162,P20192,2025-11-15,5.0,10,115286.26
O32433,C11367,P20153,2025-05-04,7.0,0,114604.84
O32434,C10105,P20311,2026-01-07,2.0,10,93093.98
O32435,C10546,P20137,2025-12-17,6.0,10,155764.78
O32436,C10380,P20273,2025-11-19,3.0,0,110127.75
O32437,C10110,P20149,2026-05-03,4.0,15,207521.69
O32438,C11968,P20188,2026-03-27,2.0,15,110428.89
O32439,C10545,P20141,2025-12-19,6.0,0,182438.64
O32440,C10354,P20131,2025-04-26,4.0,10,93014.53
O32441,C10743,P20452,2025-01-13,4.0,10,124235.46
O32442,C10317,P20004,2025-11-16,7.0,0,98200.97
O32443,C11290,P20491,2025-06-14,6.0,0,225535.38
O32444,C11718,P20476,2025-03-26,4.0,20,73657.76
O32445,C11876,P20263,2025-09-05,5.0,10,190244.52
O32446,C11089,P20026,2026-03-08,7.0,15,323887.12
O32447,C10333,P20459,2026-04-24,3.0,10,146473.76
O32448,C11537,P20024,2026-01-03,7.0,0,204898.54
O32449,C11157,P20491,2025-12-23,3.0,0,112767.69
O32450,C10592,P20266,2026-02-12,1.0,10,38485.68
O32451,C10783,P20229,2025-12-11,7.0,10,238489.27
O32452,C11777,P20269,2025-06-28,7.0,0,133281.75
O32453,C10540,P20125,2026-03-01,2.0,10,61084.22
O32454,C10735,P20172,2026-06-25,7.0,15,331075.43
O32455,C11559,P20234,2026-03-19,4.0,10,139087.01
O32456,C11520,P20295,2025-11-02,2.0,0,130530.38
O32457,C10621,P20403,2026-01-02,3.0,0,70296.78
O32458,C10619,P20435,2025-02-05,3.0,20,114676.1
O32459,C11681,P20275,2026-04-08,4.0,15,15556.97
O32460,C11393,P20076,2025-05-26,5.0,0,194677.7
O32461,C11890,P20308,2025-05-26,6.0,15,301810.91
O32462,C10909,P20214,2026-01-15,4.0,0,227370.0
O32463,C11934,P20431,2025-06-17,4.0,0,4963.8
O32464,C11675,P20485,2025-10-02,1.0,0,20137.15
O32465,C11820,P20376,2025-03-28,6.0,0,49493.76
O32466,C11834,P20158,2025-06-03,7.0,15,106495.72
O32467,C10992,P20302,2026-05-12,5.0,10,211516.38
O32468,C10099,P20204,2025-11-11,2.0,0,77464.74
O32469,C10317,P20477,2025-10-01,6.0,15,238152.86
O32470,C10123,P20149,2025-09-19,5.0,15,259402.11
O32471,C11344,P20075,2026-05-02,4.0,0,86238.6
O32472,C10799,P20380,2026-03-30,4.0,10,13965.01
O32473,C11617,P20229,2026-03-19,4.0,10,136279.58
O32474,C11519,P20304,2025-09-19,4.0,10,183866.22
O32475,C10457,P20062,2026-06-27,4.0,10,166926.38
O32476,C10522,P20058,2025-04-15,6.0,0,424801.32
O32477,C10520,P20274,2025-12-16,7.0,0,496434.82
O32478,C10917,P20108,2026-03-14,6.0,15,206240.63
O32479,C10717,P20187,2025-06-18,7.0,15,425780.27
O32480,C10315,P20475,2025-12-09,6.0,0,75104.82
O32481,C11970,P20229,2025-08-18,5.0,0,189277.2
O32482,C10709,P20048,2025-01-23,4.0,15,211309.46
O32483,C10710,P20319,2025-10-08,3.0,5,12714.7
O32484,C11566,P20268,2026-06-03,6.0,0,444033.36
O32485,C11503,P20215,2025-09-10,3.0,0,155332.05
O32486,C11937,P20290,2026-02-08,1.0,5,52089.57
O32487,C11995,P20254,2025-05-13,2.0,5,109269.7
O32488,C11044,P20445,2025-10-01,6.0,10,398508.17
O32489,C10560,P20358,2025-08-20,3.0,0,88023.0
O32490,C10969,P20087,2026-06-29,1.0,20,32948.12
O32491,C11154,P20181,2025-03-20,5.0,15,294720.16
O32492,C11317,P20025,2025-02-04,2.0,15,37067.84
O32493,C11921,P20446,2026-05-10,7.0,15,406134.21
O32494,C11156,P20388,2025-04-20,4.0,10,173464.42
O32495,C10356,P20222,2025-11-17,6.0,0,393532.92
O32496,C11078,P20478,2025-11-24,6.0,0,137066.76
O32497,C10890,P20397,2026-01-19,4.0,0,295962.44
O32498,C10793,P20426,2025-12-30,7.0,0,189644.0
O32499,C11411,P20049,2025-08-20,5.0,5,135546.71
O32500,C10265,P20334,2026-02-18,2.0,20,3939.42
O32501,C10982,P20440,2025-10-21,6.0,5,370543.32
O32502,C11239,P20175,2025-06-23,3.0,5,59185.84
O32503,C11484,P20392,2026-01-27,7.0,10,401883.3
O32504,C11482,P20311,2025-04-12,2.0,0,103437.76
O32505,C10802,P20472,2025-10-20,1.0,15,35429.93
O32506,C10043,P20274,2025-03-26,7.0,5,471613.08
O32507,C11610,P20035,2025-07-20,6.0,0,147289.8
O32508,C10862,P20217,2026-06-25,5.0,15,317737.01
O32509,C11302,P20209,2025-10-24,7.0,10,339488.1
O32510,C11862,P20160,2025-02-25,3.0,5,85826.95
O32511,C11778,P20408,2026-04-17,2.0,10,65558.11
O32512,C11154,P20007,2025-01-16,7.0,10,13544.62
O32513,C10350,P20269,2025-03-07,2.0,0,38080.5
O32514,C11730,P20126,2026-04-17,3.0,15,48868.25
O32515,C11568,P20475,2025-01-23,1.0,20,10013.98
O32516,C11130,P20368,2026-05-01,1.0,10,56571.73
O32517,C10912,P20325,2026-02-19,7.0,10,50718.78
O32518,C11740,P20356,2025-11-01,2.0,15,118080.81
O32519,C10001,P20090,2025-06-26,4.0,5,91234.01
O32520,C11781,P20042,2025-07-14,3.0,20,141096.29
O32521,C10584,P20365,2025-01-13,6.0,10,223620.7
O32522,C10432,P20159,2025-06-15,7.0,5,156141.6
O32523,C11330,P20202,2025-05-30,1.0,10,50714.74
O32524,C11933,P20366,2025-12-07,6.0,5,220547.08
O32525,C11551,P20282,2025-06-23,1.0,0,24527.37
O32526,C10053,P20470,2025-06-16,1.0,10,3814.35
O32527,C10940,P20332,2025-04-07,5.0,10,5942.38
O32528,C10520,P20288,2026-02-08,7.0,10,186494.8
O32529,C11354,P20091,2025-03-18,6.0,0,100547.04
O32530,C11582,P20481,2025-08-25,4.0,5,125654.9
O32531,C11349,P20125,2025-10-18,1.0,10,30542.11
O32532,C11138,P20126,2025-05-16,4.0,20,61324.86
O32533,C10147,P20052,2026-01-02,2.0,15,101077.9
O32534,C11190,P20404,2025-09-05,2.0,15,119604.5
O32535,C11403,P20103,2025-08-02,5.0,0,130678.3
O32536,C11163,P20361,2025-03-11,4.0,15,148637.12
O32537,C10629,P20424,2025-11-25,3.0,0,68865.72
O32538,C10299,P20187,2025-01-16,5.0,0,357798.55
O32539,C11300,P20205,2026-05-02,1.0,0,64305.6
O32540,C11940,P20014,2025-06-23,2.0,15,33207.26
O32541,C10789,P20428,2025-10-01,7.0,0,228113.62
O32542,C10850,P20104,2026-06-08,2.0,0,5861.14
O32543,C11849,P20117,2025-08-07,3.0,0,67683.33
O32544,C10178,P20470,2026-05-28,5.0,10,19071.76
O32545,C10842,P20466,2026-02-03,4.0,15,76311.06
O32546,C11378,P20304,2025-04-21,7.0,5,339641.77
O32547,C11178,P20093,2026-04-09,2.0,5,15098.96
O32548,C11950,P20427,2025-04-03,1.0,0,20304.1
O32549,C11225,P20144,2026-03-27,3.0,0,27959.31
O32550,C10878,P20110,2026-01-31,3.0,0,162080.43
O32551,C11139,P20163,2026-04-24,6.0,5,408149.47
O32552,C11695,P20053,2025-11-12,3.0,10,81951.32
O32553,C11578,P20418,2025-12-19,1.0,0,38332.42
O32554,C10759,P20003,2025-08-27,3.0,15,138129.9
O32555,C11092,P20068,2025-04-14,4.0,20,212464.48
O32556,C11469,P20246,2025-01-29,6.0,0,203595.9
O32557,C10445,P20389,2025-03-30,4.0,0,236155.88
O32558,C11350,P20138,2026-01-10,7.0,10,143924.51
O32559,C11870,P20308,2026-02-01,5.0,0,295893.05
O32560,C10708,P20413,2025-12-30,5.0,5,255254.08
O32561,C10602,P20352,2025-05-27,7.0,5,327044.87
O32562,C11647,P20287,2025-11-10,7.0,15,366509.35
O32563,C11904,P20066,2026-03-28,4.0,10,95255.42
O32564,C11383,P20460,2026-05-21,1.0,0,13309.5
O32565,C10145,P20347,2026-05-01,6.0,0,83400.72
O32566,C10275,P20325,2025-04-11,5.0,0,40253.0
O32567,C10509,P20421,2025-04-17,3.0,0,196222.41
O32568,C11203,P20155,2025-10-18,7.0,5,460830.1
O32569,C10753,P20087,2025-12-15,4.0,15,140029.51
O32570,C11862,P20033,2025-08-15,2.0,0,93753.76
O32571,C11855,P20068,2025-02-19,1.0,5,63075.39
O32572,C10477,P20187,2025-06-07,1.0,0,71559.71
O32573,C11867,P20192,2025-11-24,4.0,0,102476.68
O32574,C12000,P20213,2025-03-18,2.0,20,57307.41
O32575,C11438,P20088,2026-03-30,1.0,0,12595.57
O32576,C11177,P20428,2025-11-06,6.0,0,195525.96
O32577,C11128,P20351,2025-11-23,5.0,0,265548.2
O32578,C11099,P20108,2026-05-23,6.0,5,230504.24
O32579,C11152,P20240,2025-04-17,2.0,15,48239.51
O32580,C11735,P20216,2025-08-29,6.0,0,388883.94
O32581,C10666,P20177,2026-03-11,3.0,5,105009.05
O32582,C10568,P20053,2025-01-28,7.0,0,212466.38
O32583,C11814,P20330,2025-09-06,7.0,10,402777.21
O32584,C11369,P20049,2025-12-30,5.0,10,128412.68
O32585,C10531,P20369,2026-06-17,2.0,10,43969.19
O32586,C10159,P20114,2026-04-17,4.0,5,136348.86
O32587,C11562,P20450,2026-06-23,1.0,15,36382.58
O32588,C11450,P20095,2026-02-17,5.0,5,322979.29
O32589,C10681,P20447,2025-06-14,4.0,5,242929.21
O32590,C10023,P20025,2025-02-17,2.0,10,39248.3
O32591,C11071,P20132,2026-04-29,3.0,5,210727.66
O32592,C10525,P20179,2025-06-07,1.0,0,18418.06
O32593,C10729,P20395,2025-05-31,1.0,0,880.17
O32594,C11858,P20145,2025-08-13,5.0,0,366396.65
O32595,C11730,P20364,2025-09-17,4.0,5,171341.7
O32596,C10144,P20450,2026-01-22,7.0,10,269659.15
O32597,C11609,P20198,2025-09-13,2.0,0,140136.3
O32598,C10668,P20457,2025-03-02,2.0,10,35594.91
O32599,C11613,P20325,2026-01-31,4.0,15,27372.04
O32600,C11443,P20084,2026-02-01,1.0,0,31609.47
O32601,C10681,P20157,2025-06-11,4.0,0,10896.4
O32602,C10973,P20085,2026-01-15,6.0,15,44693.75
O32603,C10799,P20457,2026-03-19,7.0,10,124582.18
O32604,C10085,P20476,2025-12-15,2.0,0,46036.1
O32605,C10416,P20253,2025-01-31,4.0,5,181649.61
O32606,C10694,P20375,2025-03-12,1.0,10,15754.36
O32607,C10482,P20072,2026-02-01,5.0,10,293315.44
O32608,C10456,P20223,2026-03-14,6.0,10,90651.04
O32609,C10827,P20276,2025-01-02,1.0,10,62861.04
O32610,C10297,P20283,2025-05-15,3.0,10,192847.9
O32611,C11136,P20264,2025-05-26,3.0,0,25984.53
O32612,C11986,P20246,2025-06-28,4.0,10,122157.54
O32613,C11254,P20341,2025-09-21,7.0,20,296800.56
O32614,C11120,P20061,2025-11-07,7.0,5,197349.59
O32615,C10950,P20412,2025-07-23,1.0,10,6291.52
O32616,C10680,P20471,2025-01-30,1.0,0,33628.93
O32617,C10378,P20454,2025-02-28,2.0,0,65022.84
O32618,C11180,P20259,2025-01-09,5.0,15,132839.32
O32619,C10421,P20453,2025-11-20,6.0,0,179640.96
O32620,C10105,P20457,2025-06-16,1.0,0,19774.95
O32621,C11729,P20007,2025-12-03,6.0,5,12254.66
O32622,C10330,P20188,2026-01-14,4.0,5,246841.05
O32623,C10439,P20004,2025-08-30,2.0,10,25251.68
O32624,C11156,P20231,2025-06-09,7.0,0,342420.68
O32625,C11891,P20133,2025-08-23,6.0,0,377664.48
O32626,C10382,P20395,2026-03-29,6.0,5,5016.97
O32627,C10138,P20125,2025-07-18,6.0,5,193433.38
O32628,C10943,P20015,2026-04-22,6.0,10,314005.36
O32629,C10843,P20448,2025-02-02,6.0,10,22827.47
O32630,C10270,P20482,2026-02-12,7.0,5,21247.68
O32631,C11574,P20013,2025-03-30,2.0,0,122084.26
O32632,C10396,P20118,2025-08-09,4.0,10,169283.56
O32633,C11581,P20240,2025-03-10,6.0,0,170257.08
O32634,C10913,P20263,2025-10-21,6.0,0,253659.36
O32635,C10464,P20360,2025-08-25,4.0,10,71667.47
O32636,C11699,P20006,2025-06-09,1.0,0,36694.74
O32637,C10450,P20440,2025-10-17,1.0,5,61757.22
O32638,C11355,P20320,2026-06-17,7.0,0,69671.14
O32639,C11277,P20231,2025-12-01,2.0,5,92942.76
O32640,C11705,P20434,2026-05-17,2.0,0,35321.16
O32641,C11987,P20030,2025-09-03,5.0,20,255841.08
O32642,C11309,P20022,2025-11-19,2.0,5,10465.28
O32643,C11298,P20409,2025-11-25,7.0,10,105466.6
O32644,C10020,P20156,2025-12-05,4.0,15,254369.64
O32645,C10239,P20118,2025-06-20,6.0,10,253925.33
O32646,C11294,P20340,2025-04-20,4.0,10,91969.99
O32647,C10418,P20423,2025-01-10,7.0,10,211027.0
O32648,C11969,P20451,2025-07-21,5.0,5,190007.12
O32649,C11334,P20389,2025-09-14,3.0,15,150549.37
O32650,C11055,P20193,2025-09-19,7.0,0,418150.74
O32651,C11850,P20399,2026-03-06,7.0,15,177534.55
O32652,C11128,P20346,2026-05-22,3.0,10,38205.11
O32653,C11706,P20195,2025-03-07,4.0,15,72722.06
O32654,C10186,P20168,2025-02-04,3.0,0,54463.17
O32655,C11152,P20377,2026-05-06,7.0,15,367025.21
O32656,C11234,P20489,2025-09-11,7.0,0,46686.85
O32657,C11438,P20239,2025-01-17,3.0,10,15997.55
O32658,C11305,P20362,2025-09-18,7.0,5,358748.55
O32659,C11983,P20482,2025-09-13,5.0,10,14378.13
O32660,C10253,P20244,2026-02-28,7.0,10,156829.24
O32661,C10019,P20069,2026-05-16,7.0,0,123076.94
O32662,C10712,P20095,2025-10-13,6.0,5,387575.15
O32663,C11756,P20499,2025-01-07,2.0,0,73588.24
O32664,C11160,P20077,2026-05-12,2.0,10,114586.49
O32665,C10223,P20171,2025-07-18,3.0,10,172348.21
O32666,C10003,P20001,2026-02-22,1.0,0,9570.82
O32667,C11987,P20406,2025-02-21,5.0,5,43656.73
O32668,C11260,P20062,2025-08-31,6.0,10,250389.58
O32669,C10854,P20207,2025-08-07,6.0,0,163026.42
O32670,C11489,P20154,2026-06-02,3.0,20,113212.44
O32671,C10228,P20274,2025-04-19,1.0,5,67373.3
O32672,C10913,P20048,2025-12-17,1.0,0,62149.84
O32673,C11678,P20137,2025-03-07,6.0,0,173071.98
O32674,C10499,P20001,2025-01-10,5.0,5,45461.4
O32675,C10521,P20235,2025-07-21,2.0,5,102104.02
O32676,C10702,P20393,2025-08-02,6.0,0,172515.06
O32677,C11886,P20256,2025-03-09,7.0,0,26706.82
O32678,C10917,P20407,2025-11-23,6.0,10,29424.11
O32679,C11996,P20107,2025-02-19,7.0,10,77467.0
O32680,C11701,P20173,2025-01-17,4.0,0,163320.92
O32681,C11163,P20130,2026-06-07,1.0,10,64279.4
O32682,C11300,P20398,2025-11-02,4.0,20,67477.09
O32683,C10291,P20294,2026-01-27,4.0,20,28536.32
O32684,C11077,P20040,2025-05-04,5.0,15,146543.74
O32685,C11711,P20447,2026-05-19,6.0,15,326036.57
O32686,C11134,P20338,2025-08-13,2.0,0,77371.66
O32687,C10715,P20016,2025-11-14,7.0,0,203705.95
O32688,C10948,P20127,2026-04-18,7.0,5,221972.68
O32689,C10648,P20373,2026-06-25,5.0,10,91025.42
O32690,C11028,P20349,2025-12-24,1.0,15,53895.42
O32691,C11691,P20492,2026-04-28,2.0,0,44902.72
O32692,C10684,P20203,2026-03-05,6.0,5,134009.51
O32693,C11960,P20134,2026-05-12,3.0,10,163890.59
O32694,C10870,P20259,2026-04-17,2.0,5,59386.99
O32695,C11071,P20014,2025-10-27,7.0,5,129898.97
O32696,C10094,P20066,2025-03-25,5.0,0,132299.2
O32697,C10940,P20480,2026-01-12,5.0,20,188968.0
O32698,C10560,P20351,2025-11-09,4.0,5,201816.63
O32699,C11776,P20459,2025-11-16,6.0,5,309222.38
O32700,C11883,P20342,2025-07-23,3.0,0,42919.74
O32701,C10213,P20195,2025-12-21,6.0,5,121916.39
O32702,C10436,P20114,2025-10-21,2.0,0,71762.56
O32703,C10852,P20159,2026-05-19,3.0,0,70439.82
O32704,C10508,P20161,2025-05-25,6.0,0,110379.66
O32705,C10836,P20254,2026-06-23,4.0,0,230041.48
O32706,C10651,P20472,2025-01-17,3.0,10,112542.13
O32707,C10205,P20385,2025-02-08,3.0,5,110300.47
O32708,C10381,P20428,2025-05-10,2.0,15,55399.02
O32709,C11097,P20015,2025-04-25,3.0,0,174447.42
O32710,C11540,P20037,2026-03-26,4.0,0,101975.36
O32711,C11100,P20155,2025-02-14,1.0,15,58903.1
O32712,C11865,P20486,2025-08-04,1.0,0,60565.99
O32713,C10077,P20432,2026-02-19,5.0,0,242215.15
O32714,C10816,P20027,2025-09-22,1.0,0,62780.25
O32715,C10768,P20492,2026-03-16,2.0,15,38167.31
O32716,C10410,P20012,2026-01-16,5.0,15,232400.71
O32717,C11638,P20067,2025-10-28,1.0,0,46406.3
O32718,C10106,P20030,2025-06-20,1.0,10,57564.24
O32719,C11869,P20096,2026-02-10,5.0,5,265214.4
O32720,C10551,P20215,2025-12-21,2.0,15,88021.5
O32721,C11500,P20194,2025-06-10,5.0,0,30439.9
O32722,C10826,P20135,2025-01-26,7.0,15,143082.51
O32723,C11299,P20290,2025-03-24,7.0,0,383817.91
O32724,C10088,P20032,2025-06-22,2.0,5,7618.45
O32725,C11747,P20373,2025-03-11,2.0,0,40455.74
O32726,C10881,P20039,2025-01-06,6.0,10,115111.21
O32727,C11101,P20352,2025-07-14,4.0,10,177046.85
O32728,C11101,P20427,2026-06-09,1.0,5,19288.89
O32729,C11466,P20427,2025-03-04,6.0,10,109642.14
O32730,C10540,P20206,2025-01-13,1.0,10,31658.21
O32731,C10245,P20387,2025-07-24,6.0,10,212384.75
O32732,C10578,P20430,2025-02-09,3.0,0,168213.78
O32733,C11802,P20416,2025-06-14,7.0,5,360856.46
O32734,C11406,P20043,2025-01-31,5.0,0,281682.25
O32735,C10982,P20484,2026-06-13,6.0,5,327344.1
O32736,C10717,P20337,2026-02-02,7.0,10,159941.31
O32737,C11594,P20496,2026-04-04,4.0,10,60330.46
O32738,C11737,P20259,2025-08-11,1.0,10,28130.68
O32739,C11761,P20249,2025-03-19,3.0,0,159028.38
O32740,C10142,P20074,2026-03-04,4.0,10,140011.49
O32741,C10893,P20373,2026-03-01,2.0,5,38432.95
O32742,C11392,P20319,2026-01-22,1.0,15,3792.1
O32743,C11108,P20367,2025-08-27,7.0,0,362965.4
O32744,C11167,P20296,2025-03-31,6.0,10,192106.67
O32745,C10352,P20274,2026-01-20,5.0,10,319136.67
O32746,C10545,P20323,2025-05-19,4.0,15,16017.57
O32747,C10913,P20359,2026-06-08,7.0,5,67274.72
O32748,C10152,P20190,2025-09-01,3.0,5,144354.3
O32749,C11182,P20138,2026-05-20,5.0,5,108514.51
O32750,C11470,P20436,2026-02-26,2.0,0,148945.76
O32751,C10653,P20457,2025-07-01,5.0,10,88987.28
O32752,C10958,P20302,2025-07-14,7.0,15,279671.66
O32753,C10763,P20311,2025-02-22,7.0,0,362032.16
O32754,C11327,P20430,2025-06-28,3.0,10,151392.4
O32755,C10624,P20331,2025-10-20,2.0,15,104285.09
O32756,C10656,P20444,2026-01-10,3.0,0,183786.3
O32757,C10450,P20353,2025-02-28,7.0,5,435423.65
O32758,C10721,P20484,2025-02-23,1.0,15,48814.47
O32759,C11248,P20282,2025-09-02,3.0,15,62544.79
O32760,C10043,P20411,2025-05-29,5.0,5,312852.15
O32761,C10264,P20166,2026-01-03,7.0,0,179265.31
O32762,C11780,P20278,2025-01-16,1.0,0,41183.66
O32763,C11027,P20026,2025-06-25,1.0,10,48991.33
O32764,C11661,P20470,2026-06-24,4.0,0,16952.68
O32765,C11292,P20453,2026-02-10,5.0,0,149700.8
O32766,C10596,P20419,2026-04-12,5.0,10,48182.26
O32767,C11040,P20450,2025-05-09,2.0,10,77045.47
O32768,C11358,P20483,2025-08-11,3.0,15,95921.46
O32769,C11488,P20073,2025-09-01,6.0,0,254871.6
O32770,C11083,P20115,2026-03-02,3.0,0,150991.98
O32771,C11013,P20051,2025-12-20,5.0,15,149298.76
O32772,C10177,P20369,2025-11-22,3.0,10,65953.79
O32773,C10063,P20402,2025-01-03,5.0,15,133786.39
O32774,C10958,P20171,2026-04-24,7.0,20,357462.95
O32775,C11003,P20268,2025-03-22,1.0,15,62904.73
O32776,C10561,P20003,2025-02-13,3.0,5,154380.48
O32777,C11331,P20210,2025-06-04,7.0,0,234039.26
O32778,C11270,P20376,2026-06-20,3.0,10,22272.19
O32779,C11313,P20486,2025-04-09,5.0,10,272546.96
O32780,C11822,P20391,2026-02-01,7.0,0,3516.1
O32781,C10955,P20481,2025-06-20,5.0,10,148801.86
O32782,C11356,P20390,2025-05-28,2.0,0,61123.14
O32783,C11551,P20338,2025-05-03,3.0,10,104451.74
O32784,C10850,P20301,2025-04-22,4.0,0,238501.68
O32785,C11279,P20383,2025-05-10,5.0,5,3836.58
O32786,C10604,P20342,2025-03-09,4.0,15,48642.37
O32787,C11534,P20115,2026-06-29,1.0,0,50330.66
O32788,C11815,P20167,2025-10-13,1.0,5,29036.37
O32789,C11742,P20435,2025-01-05,4.0,0,191126.84
O32790,C10606,P20265,2025-04-28,6.0,15,233733.46
O32791,C11761,P20227,2025-08-18,1.0,15,20026.2
O32792,C11837,P20151,2025-06-09,4.0,15,109887.08
O32793,C10830,P20268,2025-10-21,2.0,15,125809.45
O32794,C11487,P20116,2025-07-05,2.0,10,54643.09
O32795,C11223,P20088,2025-08-12,1.0,0,12595.57
O32796,C11295,P20318,2025-06-01,7.0,0,52810.17
O32797,C10746,P20242,2025-05-20,4.0,5,3167.34
O32798,C10558,P20360,2026-01-02,4.0,10,71667.47
O32799,C10064,P20329,2025-05-08,4.0,10,36934.24
O32800,C11254,P20333,2025-12-17,6.0,0,403264.56
O32801,C10942,P20040,2025-05-27,1.0,0,34480.88
O32802,C11976,P20182,2025-10-12,6.0,5,99806.32
O32803,C10249,P20490,2026-04-14,4.0,0,260015.68
O32804,C11270,P20209,2025-08-06,5.0,10,242491.5
O32805,C10940,P20391,2026-03-12,4.0,10,1808.28
O32806,C11611,P20273,2025-05-25,5.0,10,165191.62
O32807,C10157,P20119,2025-10-04,2.0,0,23735.72
O32808,C10735,P20382,2025-03-01,5.0,20,213694.64
O32809,C11726,P20434,2026-01-10,2.0,0,35321.16
O32810,C10985,P20024,2026-02-08,1.0,0,29271.22
O32811,C11588,P20258,2025-04-24,7.0,10,90738.33
O32812,C11974,P20483,2026-05-10,7.0,0,263313.82
O32813,C11112,P20092,2025-12-02,6.0,0,232759.8
O32814,C11337,P20467,2025-10-12,6.0,0,418468.98
O32815,C11875,P20161,2025-05-09,2.0,10,33113.9
O32816,C11090,P20149,2025-11-11,2.0,15,103760.84
O32817,C10662,P20117,2025-03-12,4.0,10,81220.0
O32818,C11044,P20458,2025-12-11,3.0,10,105341.85
O32819,C10033,P20053,2025-04-08,2.0,0,60704.68
O32820,C11864,P20302,2025-10-27,5.0,0,235018.2
O32821,C11817,P20045,2025-06-25,1.0,0,63471.35
O32822,C10558,P20265,2025-03-16,6.0,15,233733.46
O32823,C10073,P20486,2025-05-23,5.0,0,302829.95
O32824,C11890,P20262,2025-01-23,6.0,20,105513.89
O32825,C10825,P20307,2025-06-30,1.0,0,70695.15
O32826,C11367,P20234,2025-02-14,5.0,10,173858.76
O32827,C11157,P20375,2026-04-14,6.0,15,89274.73
O32828,C11079,P20035,2025-04-02,2.0,5,46641.77
O32829,C10061,P20338,2025-09-26,3.0,10,104451.74
O32830,C11881,P20437,2025-02-03,2.0,5,110951.45
O32831,C11544,P20403,2025-12-30,7.0,0,164025.82
O32832,C10272,P20197,2025-05-13,6.0,0,116724.3
O32833,C10246,P20025,2026-01-17,4.0,15,74135.67
O32834,C11200,P20395,2025-10-04,5.0,0,4400.85
O32835,C10628,P20202,2025-06-05,3.0,0,169049.13
O32836,C11341,P20273,2026-01-22,5.0,20,146837.0
O32837,C11807,P20036,2026-06-19,4.0,0,202219.48
O32838,C10705,P20474,2025-07-19,4.0,5,130317.77
O32839,C10662,P20223,2025-10-02,4.0,20,53719.14
O32840,C11155,P20352,2026-05-16,6.0,5,280324.18
O32841,C11126,P20277,2026-04-04,2.0,5,7738.51
O32842,C10310,P20018,2025-02-19,6.0,15,327640.73
O32843,C11806,P20188,2026-06-16,2.0,0,129916.34
O32844,C11316,P20402,2025-04-02,3.0,0,94437.45
O32845,C11746,P20257,2026-04-01,4.0,5,6660.53
O32846,C10495,P20142,2025-12-05,7.0,10,300518.63
O32847,C11385,P20136,2025-02-22,2.0,0,1911.32
